"subjectid","featurename","activityname","meanvalue"
"23","tBodyAcc-std()-Z","WALKING_UPSTAIRS",4.47386963617021
"23","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",6.35210432931034
"23","tBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",0.700411557471264
"23","tBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",0.6293411232
"23","tBodyAccJerk-std()-X","WALKING_UPSTAIRS",-1.10257052727273
"23","tBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-2.19040963333333
"23","tBodyAccJerk-std()-Z","WALKING_UPSTAIRS",0.482032789285714
"23","tBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-1.40021708666667
"23","tBodyAccJerkMag-std()","WALKING_UPSTAIRS",-0.71217764
"23","tBodyAccMag-mean()","WALKING_UPSTAIRS",-1.56283569493671
"23","tBodyAccMag-std()","WALKING_UPSTAIRS",-1.36228121538462
"23","tBodyGyro-mean()-X","WALKING_UPSTAIRS",-2.28857178910506
"23","tBodyGyro-mean()-Y","WALKING_UPSTAIRS",-5.46866202154472
"23","tBodyGyro-mean()-Z","WALKING_UPSTAIRS",6.2468221441048
"23","tBodyGyro-std()-Y","WALKING_UPSTAIRS",2.79796187857143
"23","tBodyGyro-std()-Z","WALKING_UPSTAIRS",-2.12020388292683
"23","tBodyGyroJerk-mean()-X","WALKING_UPSTAIRS",-7.03099505233161
"23","tBodyGyroJerk-mean()-Y","WALKING_UPSTAIRS",-3.0729237295082
"23","tBodyGyroJerk-mean()-Z","WALKING_UPSTAIRS",-4.07223471501976
"23","tBodyGyroJerk-std()-Y","WALKING_UPSTAIRS",2.439957436
"23","tBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",-0.717138425
"23","tBodyGyroJerkMag-std()","WALKING_UPSTAIRS",2.04725669333333
"23","tBodyGyroMag-mean()","WALKING_UPSTAIRS",-0.994284168421053
"23","tBodyGyroMag-std()","WALKING_UPSTAIRS",0.662254747222222
"23","tGravityAcc-mean()-Y","WALKING_UPSTAIRS",0.608212709230769
"23","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",-6.44316965227273
"23","tGravityAccMag-mean()","WALKING_UPSTAIRS",-1.56283569493671
"23","tGravityAccMag-std()","WALKING_UPSTAIRS",-1.36228121538462
"24","fBodyAcc-meanFreq()-Z","SITTING",5.6111951
"24","fBodyAcc-std()-X","SITTING",-5.0852242
"24","fBodyAccJerk-meanFreq()-Y","SITTING",-7.7535018
"24","fBodyAccMag-mean()","SITTING",-7.7252192
"24","fBodyAccMag-meanFreq()","SITTING",-6.8319166
"24","fBodyBodyAccJerkMag-std()","SITTING",-6.3678615
"24","fBodyBodyGyroJerkMag-meanFreq()","SITTING",4.08271526666667
"24","fBodyBodyGyroMag-meanFreq()","SITTING",3.2360886
"24","fBodyGyro-meanFreq()-X","SITTING",6.3531139
"24","fBodyGyro-meanFreq()-Z","SITTING",7.0403883
"24","tBodyAcc-mean()-Y","SITTING",-3.30871862
"24","tBodyAccJerk-mean()-Y","SITTING",0.232174025
"24","tBodyAccJerk-mean()-Z","SITTING",3.22897864666667
"24","tBodyGyro-mean()-X","SITTING",-3.6463665
"24","tBodyGyro-mean()-Z","SITTING",7.655727
"24","tBodyGyroJerk-mean()-X","SITTING",9.8184728
"24","tBodyAcc-mean()-Y","STANDING",4.8988552
"24","tBodyAccJerk-mean()-Y","STANDING",-5.17511765
"24","tBodyAccJerk-mean()-Z","STANDING",0.903369
"24","fBodyAcc-mean()-X","WALKING",-7.1465386535809
"24","fBodyAcc-mean()-Y","WALKING",-6.66137146991404
"24","fBodyAcc-mean()-Z","WALKING",-6.71852973881402
"24","fBodyAcc-meanFreq()-X","WALKING",-3.19855070380952
"24","fBodyAcc-meanFreq()-Y","WALKING",-0.239697889112903
"24","fBodyAcc-meanFreq()-Z","WALKING",1.24010005039062
"24","fBodyAcc-std()-X","WALKING",-7.46321808289086
"24","fBodyAcc-std()-Y","WALKING",-6.67851916517857
"24","fBodyAcc-std()-Z","WALKING",-6.59014378021108
"24","fBodyAccJerk-mean()-X","WALKING",-7.52245372493438
"24","fBodyAccJerk-mean()-Y","WALKING",-7.12186195478723
"24","fBodyAccJerk-mean()-Z","WALKING",-7.27188629018568
"24","fBodyAccJerk-meanFreq()-X","WALKING",-0.682464699690402
"24","fBodyAccJerk-meanFreq()-Y","WALKING",-3.06224795397924
"24","fBodyAccJerk-meanFreq()-Z","WALKING",-1.99346327977941
"24","fBodyAccJerk-std()-X","WALKING",-7.51378154304462
"24","fBodyAccJerk-std()-Y","WALKING",-7.15483681229508
"24","fBodyAccJerk-std()-Z","WALKING",-7.57656557619048
"24","fBodyAccMag-mean()","WALKING",-7.24095665102639
"24","fBodyAccMag-meanFreq()","WALKING",0.390844605063291
"24","fBodyAccMag-std()","WALKING",-7.24990413297297
"24","fBodyBodyAccJerkMag-mean()","WALKING",-7.01895150740741
"24","fBodyBodyAccJerkMag-meanFreq()","WALKING",2.64269726072727
"24","fBodyBodyAccJerkMag-std()","WALKING",-7.22907588969359
"24","fBodyBodyGyroJerkMag-mean()","WALKING",-7.95019165380577
"24","fBodyBodyGyroJerkMag-meanFreq()","WALKING",2.11830583250883
"24","fBodyBodyGyroJerkMag-std()","WALKING",-7.96157264514436
"24","fBodyBodyGyroMag-mean()","WALKING",-7.54131617480315
"24","fBodyBodyGyroMag-meanFreq()","WALKING",0.266131302281369
"24","fBodyBodyGyroMag-std()","WALKING",-7.82076276167979
"24","fBodyGyro-mean()-X","WALKING",-7.35838698449198
"24","fBodyGyro-mean()-Y","WALKING",-7.53710479580053
"24","fBodyGyro-mean()-Z","WALKING",-7.0948857687664
"24","fBodyGyro-meanFreq()-X","WALKING",-0.708543713358779
"24","fBodyGyro-meanFreq()-Y","WALKING",-1.6225279093617
"24","fBodyGyro-meanFreq()-Z","WALKING",-0.764553880811808
"24","fBodyGyro-std()-X","WALKING",-7.94063529133858
"24","fBodyGyro-std()-Y","WALKING",-7.71969808976378
"24","fBodyGyro-std()-Z","WALKING",-7.35749934304462
"24","tBodyAcc-mean()-X","WALKING",2.78130270422164
"24","tBodyAcc-mean()-Y","WALKING",-0.727422075
"24","tBodyAcc-mean()-Z","WALKING",-1.20027135402299
"24","tBodyAcc-std()-X","WALKING",-7.37087670288184
"24","tBodyAcc-std()-Y","WALKING",-6.78030271388889
"24","tBodyAcc-std()-Z","WALKING",-6.46993738582888
"24","tBodyAccJerk-mean()-X","WALKING",1.28828213628319
"24","tBodyAccJerk-mean()-Y","WALKING",-0.0733675106382979
"24","tBodyAccJerk-mean()-Z","WALKING",-0.246045807446809
"24","tBodyAccJerk-std()-X","WALKING",-7.4030054488189
"24","tBodyAccJerk-std()-Y","WALKING",-7.05288689486486
"24","tBodyAccJerk-std()-Z","WALKING",-7.43642218302387
"24","tBodyAccJerkMag-mean()","WALKING",-7.17075532189974
"24","tBodyAccJerkMag-std()","WALKING",-7.14145533705722
"24","tBodyAccMag-mean()","WALKING",-6.78472641040462
"24","tBodyAccMag-std()","WALKING",-7.35794744464286
"24","tBodyGyro-mean()-X","WALKING",-0.207386395918367
"24","tBodyGyro-mean()-Y","WALKING",-1.34599937623762
"24","tBodyGyro-mean()-Z","WALKING",1.14003471278195
"24","tBodyGyro-std()-X","WALKING",-7.78052735631579
"24","tBodyGyro-std()-Y","WALKING",-7.63365457296588
"24","tBodyGyro-std()-Z","WALKING",-7.09855051289474
"24","tBodyGyroJerk-mean()-X","WALKING",-1.38457278571429
"24","tBodyGyroJerk-mean()-Y","WALKING",-0.894550306153846
"24","tBodyGyroJerk-mean()-Z","WALKING",-0.949438857608696
"24","tBodyGyroJerk-std()-X","WALKING",-7.6842022591029
"24","tBodyGyroJerk-std()-Y","WALKING",-7.92718702440945
"24","tBodyGyroJerk-std()-Z","WALKING",-7.96816516614173
"24","tBodyGyroJerkMag-mean()","WALKING",-7.91646550787402
"24","tBodyGyroJerkMag-std()","WALKING",-7.88997850813648
"24","tBodyGyroMag-mean()","WALKING",-6.85791719313984
"24","tBodyGyroMag-std()","WALKING",-7.48163536957672
"24","tGravityAcc-mean()-X","WALKING",6.9498126808399
"24","tGravityAcc-mean()-Y","WALKING",0.90543929969419
"24","tGravityAcc-mean()-Z","WALKING",0.876125369550173
"24","tGravityAcc-std()-X","WALKING",-9.75329699658793
"24","tGravityAcc-std()-Y","WALKING",-9.6089816664042
"24","tGravityAcc-std()-Z","WALKING",-9.55724566194226
"24","tGravityAccMag-mean()","WALKING",-6.78472641040462
"24","tGravityAccMag-std()","WALKING",-7.35794744464286
"24","fBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",2.52814585
"24","fBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",9.6018157
"24","fBodyAcc-meanFreq()-X","WALKING_DOWNSTAIRS",6.00472063333333
"24","fBodyAcc-meanFreq()-Y","WALKING_DOWNSTAIRS",0.433737086666667
"24","fBodyAcc-meanFreq()-Z","WALKING_DOWNSTAIRS",0.842683136363636
"24","fBodyAcc-std()-X","WALKING_DOWNSTAIRS",-0.94037565
"24","fBodyAcc-std()-Y","WALKING_DOWNSTAIRS",4.5882315
"24","fBodyAccJerk-meanFreq()-X","WALKING_DOWNSTAIRS",5.11153201428571
"24","fBodyAccJerk-meanFreq()-Y","WALKING_DOWNSTAIRS",-0.48645929
"24","fBodyAccJerk-meanFreq()-Z","WALKING_DOWNSTAIRS",-2.033058325
"24","fBodyAccMag-mean()","WALKING_DOWNSTAIRS",0.948217433333333
"24","fBodyAccMag-meanFreq()","WALKING_DOWNSTAIRS",-2.12823315
"24","fBodyAccMag-std()","WALKING_DOWNSTAIRS",-5.1015363
"24","fBodyBodyAccJerkMag-meanFreq()","WALKING_DOWNSTAIRS",0.652832553846154
"24","fBodyBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",-1.6996223
"24","fBodyBodyGyroJerkMag-meanFreq()","WALKING_DOWNSTAIRS",2.02774463333333
"24","fBodyBodyGyroMag-meanFreq()","WALKING_DOWNSTAIRS",-1.85448522
"24","fBodyGyro-meanFreq()-X","WALKING_DOWNSTAIRS",-1.04584832857143
"24","fBodyGyro-meanFreq()-Y","WALKING_DOWNSTAIRS",0.6318947
"24","fBodyGyro-meanFreq()-Z","WALKING_DOWNSTAIRS",2.35070402727273
"24","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",-3.19407693043478
"24","tBodyAcc-std()-X","WALKING_DOWNSTAIRS",-1.21864985
"24","tBodyAcc-std()-Y","WALKING_DOWNSTAIRS",1.9696506
"24","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",2.01755215714286
"24","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",3.887657984
"24","tBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.851946869135803
"24","tBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",-9.5276058
"24","tBodyAccMag-mean()","WALKING_DOWNSTAIRS",-2.179240725
"24","tBodyAccMag-std()","WALKING_DOWNSTAIRS",4.3645011
"24","tBodyGyro-mean()-X","WALKING_DOWNSTAIRS",-1.02584175555556
"24","tBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",-2.59725185714286
"24","tBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",2.32766505
"24","tBodyGyroJerk-mean()-X","WALKING_DOWNSTAIRS",-2.84656816666667
"24","tBodyGyroJerk-mean()-Y","WALKING_DOWNSTAIRS",-3.8956761
"24","tBodyGyroJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.961274066666667
"24","tBodyGyroJerk-std()-X","WALKING_DOWNSTAIRS",9.6806306
"24","tGravityAcc-mean()-Z","WALKING_DOWNSTAIRS",4.6295396
"24","tGravityAccMag-mean()","WALKING_DOWNSTAIRS",-2.179240725
"24","tGravityAccMag-std()","WALKING_DOWNSTAIRS",4.3645011
"24","fBodyAcc-mean()-X","WALKING_UPSTAIRS",-4.4085695
"24","fBodyAcc-mean()-Y","WALKING_UPSTAIRS",-1.83283396071429
"24","fBodyAcc-mean()-Z","WALKING_UPSTAIRS",-7.04917258888889
"24","fBodyAcc-meanFreq()-X","WALKING_UPSTAIRS",0.635155185
"24","fBodyAcc-meanFreq()-Y","WALKING_UPSTAIRS",-0.653065666949153
"24","fBodyAcc-meanFreq()-Z","WALKING_UPSTAIRS",-0.719086287387387
"24","fBodyAcc-std()-X","WALKING_UPSTAIRS",-0.316159345714286
"24","fBodyAcc-std()-Y","WALKING_UPSTAIRS",-5.20804227857143
"24","fBodyAcc-std()-Z","WALKING_UPSTAIRS",3.70452995
"24","fBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",-6.10891254
"24","fBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",-0.9681654
"24","fBodyAccJerk-meanFreq()-X","WALKING_UPSTAIRS",0.538616992156863
"24","fBodyAccJerk-meanFreq()-Y","WALKING_UPSTAIRS",0.547473854320988
"24","fBodyAccJerk-meanFreq()-Z","WALKING_UPSTAIRS",0.975882545544554
"24","fBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-2.45219092666667
"24","fBodyAccJerk-std()-Z","WALKING_UPSTAIRS",0.788290666666666
"24","fBodyAccMag-mean()","WALKING_UPSTAIRS",-2.3779646030303
"24","fBodyAccMag-meanFreq()","WALKING_UPSTAIRS",-0.179449108148148
"24","fBodyAccMag-std()","WALKING_UPSTAIRS",-7.07175781
"24","fBodyBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-6.0600097
"24","fBodyBodyAccJerkMag-meanFreq()","WALKING_UPSTAIRS",2.08274510978261
"24","fBodyBodyAccJerkMag-std()","WALKING_UPSTAIRS",-2.431008875
"24","fBodyBodyGyroJerkMag-meanFreq()","WALKING_UPSTAIRS",1.98696167590361
"24","fBodyBodyGyroMag-meanFreq()","WALKING_UPSTAIRS",0.404303329245283
"24","fBodyGyro-mean()-X","WALKING_UPSTAIRS",-1.56768145714286
"24","fBodyGyro-meanFreq()-X","WALKING_UPSTAIRS",-0.493502340384615
"24","fBodyGyro-meanFreq()-Y","WALKING_UPSTAIRS",-0.0299641643939394
"24","fBodyGyro-meanFreq()-Z","WALKING_UPSTAIRS",-0.522657080412371
"24","tBodyAcc-mean()-X","WALKING_UPSTAIRS",1.84360925
"24","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",-2.06091729172185
"24","tBodyAcc-mean()-Z","WALKING_UPSTAIRS",-8.15695297083333
"24","tBodyAcc-std()-X","WALKING_UPSTAIRS",-4.93152275
"24","tBodyAcc-std()-Y","WALKING_UPSTAIRS",-4.25473641132075
"24","tBodyAcc-std()-Z","WALKING_UPSTAIRS",-7.56962301428571
"24","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",5.8722960256705
"24","tBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",0.945637717821782
"24","tBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",-0.155387819047619
"24","tBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-3.9195966
"24","tBodyAccJerk-std()-Z","WALKING_UPSTAIRS",-5.136657775
"24","tBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-6.7830878
"24","tBodyAccJerkMag-std()","WALKING_UPSTAIRS",-4.04737336428571
"24","tBodyAccMag-mean()","WALKING_UPSTAIRS",-4.74901504516129
"24","tBodyAccMag-std()","WALKING_UPSTAIRS",-1.82032780714286
"24","tBodyGyro-mean()-X","WALKING_UPSTAIRS",-2.29948455703422
"24","tBodyGyro-mean()-Y","WALKING_UPSTAIRS",-5.93340558937729
"24","tBodyGyro-mean()-Z","WALKING_UPSTAIRS",6.95381498436214
"24","tBodyGyro-std()-X","WALKING_UPSTAIRS",-7.1798487
"24","tBodyGyro-std()-Z","WALKING_UPSTAIRS",-9.8969194
"24","tBodyGyroJerk-mean()-X","WALKING_UPSTAIRS",-7.0653733
"24","tBodyGyroJerk-mean()-Y","WALKING_UPSTAIRS",-2.92741302006473
"24","tBodyGyroJerk-mean()-Z","WALKING_UPSTAIRS",-4.40190777892857
"24","tBodyGyroJerk-std()-X","WALKING_UPSTAIRS",-4.9116673
"24","tBodyGyroMag-mean()","WALKING_UPSTAIRS",-4.8663219
"24","tBodyGyroMag-std()","WALKING_UPSTAIRS",-9.02514223333333
"24","tGravityAcc-mean()-Y","WALKING_UPSTAIRS",-3.3584174962963
"24","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",-1.97724715487805
"24","tGravityAccMag-mean()","WALKING_UPSTAIRS",-4.74901504516129
"24","tGravityAccMag-std()","WALKING_UPSTAIRS",-1.82032780714286
"25","fBodyAcc-meanFreq()-Y","SITTING",8.0051014
"25","fBodyAcc-meanFreq()-Z","SITTING",1.6252754
"25","fBodyAccJerk-meanFreq()-Y","SITTING",-4.24130935
"25","fBodyAccJerk-meanFreq()-Z","SITTING",9.9354903
"25","fBodyAccMag-meanFreq()","SITTING",2.2463123
"25","fBodyBodyAccJerkMag-meanFreq()","SITTING",-6.630308025
"25","fBodyBodyGyroJerkMag-meanFreq()","SITTING",-6.7513822
"25","fBodyBodyGyroMag-meanFreq()","SITTING",7.7621078
"25","fBodyGyro-meanFreq()-Y","SITTING",9.3252731
"25","fBodyGyro-meanFreq()-Z","SITTING",-6.4441685
"25","tBodyAcc-mean()-Y","SITTING",-2.21028964444444
"25","tBodyAccJerk-mean()-X","SITTING",0.29244105
"25","tBodyAccJerk-mean()-Y","SITTING",2.3426230875
"25","tBodyAccJerk-mean()-Z","SITTING",1.92055583333333
"25","tBodyGyro-mean()-Y","SITTING",3.23167175
"25","tBodyGyro-mean()-Z","SITTING",-1.6377997
"25","tBodyGyroJerk-mean()-X","SITTING",3.0085562
"25","tBodyGyroJerk-mean()-Y","SITTING",-0.762773
"25","tBodyGyroJerk-mean()-Z","SITTING",3.24426764
"25","tGravityAcc-mean()-Z","SITTING",-6.25429035
"25","tBodyAccJerk-mean()-Z","STANDING",3.0010109
"25","fBodyAcc-mean()-X","WALKING",-7.48416509682152
"25","fBodyAcc-mean()-Y","WALKING",-6.19653540303797
"25","fBodyAcc-mean()-Z","WALKING",-7.38509947579462
"25","fBodyAcc-meanFreq()-X","WALKING",-3.78470777522659
"25","fBodyAcc-meanFreq()-Y","WALKING",-1.3992104044586
"25","fBodyAcc-meanFreq()-Z","WALKING",-0.95031230621118
"25","fBodyAcc-std()-X","WALKING",-7.18309646408978
"25","fBodyAcc-std()-Y","WALKING",-5.86898982213115
"25","fBodyAcc-std()-Z","WALKING",-6.43662589575
"25","fBodyAccJerk-mean()-X","WALKING",-8.04144642836186
"25","fBodyAccJerk-mean()-Y","WALKING",-7.40570312249389
"25","fBodyAccJerk-mean()-Z","WALKING",-8.49504849486553
"25","fBodyAccJerk-meanFreq()-X","WALKING",-1.33627900470588
"25","fBodyAccJerk-meanFreq()-Y","WALKING",-4.18041068343195
"25","fBodyAccJerk-meanFreq()-Z","WALKING",-3.01274623384615
"25","fBodyAccJerk-std()-X","WALKING",-8.07712525721271
"25","fBodyAccJerk-std()-Y","WALKING",-7.23234865906863
"25","fBodyAccJerk-std()-Z","WALKING",-8.70541516210269
"25","fBodyAccMag-mean()","WALKING",-6.99651838546798
"25","fBodyAccMag-meanFreq()","WALKING",-0.524613836858974
"25","fBodyAccMag-std()","WALKING",-7.03622874554455
"25","fBodyBodyAccJerkMag-mean()","WALKING",-7.79190075892421
"25","fBodyBodyAccJerkMag-meanFreq()","WALKING",2.40934426538462
"25","fBodyBodyAccJerkMag-std()","WALKING",-7.83547229755501
"25","fBodyBodyGyroJerkMag-mean()","WALKING",-8.75970674743276
"25","fBodyBodyGyroJerkMag-meanFreq()","WALKING",0.701977983695652
"25","fBodyBodyGyroJerkMag-std()","WALKING",-8.77714953691932
"25","fBodyBodyGyroMag-mean()","WALKING",-7.54236109755501
"25","fBodyBodyGyroMag-meanFreq()","WALKING",-2.78187687287066
"25","fBodyBodyGyroMag-std()","WALKING",-7.12191129375
"25","fBodyGyro-mean()-X","WALKING",-6.872548613
"25","fBodyGyro-mean()-Y","WALKING",-8.1313379207824
"25","fBodyGyro-mean()-Z","WALKING",-7.46832213594132
"25","fBodyGyro-meanFreq()-X","WALKING",-2.49923992751479
"25","fBodyGyro-meanFreq()-Y","WALKING",-3.83650940864865
"25","fBodyGyro-meanFreq()-Z","WALKING",-1.79392030263158
"25","fBodyGyro-std()-X","WALKING",-7.0043215369727
"25","fBodyGyro-std()-Y","WALKING",-7.23584437530562
"25","fBodyGyro-std()-Z","WALKING",-7.71208929095355
"25","tBodyAcc-mean()-X","WALKING",2.74822137931034
"25","tBodyAcc-mean()-Y","WALKING",-0.416838804
"25","tBodyAcc-mean()-Z","WALKING",-1.3201884652921
"25","tBodyAcc-std()-X","WALKING",-7.22590696493827
"25","tBodyAcc-std()-Y","WALKING",-5.86461955570652
"25","tBodyAcc-std()-Z","WALKING",-6.53133984345679
"25","tBodyAccJerk-mean()-X","WALKING",1.36276142348485
"25","tBodyAccJerk-mean()-Y","WALKING",0.0180925218978102
"25","tBodyAccJerk-mean()-Z","WALKING",-0.271209662676056
"25","tBodyAccJerk-std()-X","WALKING",-7.9682335007335
"25","tBodyAccJerk-std()-Y","WALKING",-7.22502919364303
"25","tBodyAccJerk-std()-Z","WALKING",-8.60669382640587
"25","tBodyAccJerkMag-mean()","WALKING",-7.83445354474328
"25","tBodyAccJerkMag-std()","WALKING",-7.80451867848411
"25","tBodyAccMag-mean()","WALKING",-5.91710271761787
"25","tBodyAccMag-std()","WALKING",-6.70242605223881
"25","tBodyGyro-mean()-X","WALKING",0.288875705228758
"25","tBodyGyro-mean()-Y","WALKING",-1.53961879689922
"25","tBodyGyro-mean()-Z","WALKING",1.64337375202703
"25","tBodyGyro-std()-X","WALKING",-6.96160591396509
"25","tBodyGyro-std()-Y","WALKING",-7.52261013276284
"25","tBodyGyro-std()-Z","WALKING",-7.4741022
"25","tBodyGyroJerk-mean()-X","WALKING",-1.51229507380952
"25","tBodyGyroJerk-mean()-Y","WALKING",-0.85904143902439
"25","tBodyGyroJerk-mean()-Z","WALKING",-1.08171018173077
"25","tBodyGyroJerk-std()-X","WALKING",-7.68682473178484
"25","tBodyGyroJerk-std()-Y","WALKING",-9.02628080757946
"25","tBodyGyroJerk-std()-Z","WALKING",-8.31848667286063
"25","tBodyGyroJerkMag-mean()","WALKING",-8.49630706259169
"25","tBodyGyroJerkMag-std()","WALKING",-8.72776184449878
"25","tBodyGyroMag-mean()","WALKING",-6.39004965375
"25","tBodyGyroMag-std()","WALKING",-6.96177972512438
"25","tGravityAcc-mean()-X","WALKING",6.76485608946078
"25","tGravityAcc-mean()-Y","WALKING",0.685979305095541
"25","tGravityAcc-mean()-Z","WALKING",3.48351302226415
"25","tGravityAcc-std()-X","WALKING",-9.50017091344743
"25","tGravityAcc-std()-Y","WALKING",-9.08199443587224
"25","tGravityAcc-std()-Z","WALKING",-8.87535416633907
"25","tGravityAccMag-mean()","WALKING",-5.91710271761787
"25","tGravityAccMag-std()","WALKING",-6.70242605223881
"25","fBodyAcc-meanFreq()-X","WALKING_DOWNSTAIRS",-0.665363436363636
"25","fBodyAcc-meanFreq()-Y","WALKING_DOWNSTAIRS",-0.15118352
"25","fBodyAcc-meanFreq()-Z","WALKING_DOWNSTAIRS",1.605106
"25","fBodyAcc-std()-X","WALKING_DOWNSTAIRS",-4.4009322
"25","fBodyAcc-std()-Y","WALKING_DOWNSTAIRS",1.70249257142857
"25","fBodyAcc-std()-Z","WALKING_DOWNSTAIRS",7.6275461
"25","fBodyAccJerk-meanFreq()-X","WALKING_DOWNSTAIRS",4.9323677875
"25","fBodyAccJerk-meanFreq()-Y","WALKING_DOWNSTAIRS",-1.7718776
"25","fBodyAccJerk-meanFreq()-Z","WALKING_DOWNSTAIRS",2.59338867
"25","fBodyAccMag-meanFreq()","WALKING_DOWNSTAIRS",-0.785876944444444
"25","fBodyBodyAccJerkMag-meanFreq()","WALKING_DOWNSTAIRS",0.806222271428571
"25","fBodyBodyGyroJerkMag-meanFreq()","WALKING_DOWNSTAIRS",2.66707032
"25","fBodyBodyGyroMag-meanFreq()","WALKING_DOWNSTAIRS",-1.7027126
"25","fBodyGyro-meanFreq()-X","WALKING_DOWNSTAIRS",-1.21261656666667
"25","fBodyGyro-meanFreq()-Y","WALKING_DOWNSTAIRS",4.4157128
"25","fBodyGyro-meanFreq()-Z","WALKING_DOWNSTAIRS",-2.42448534444444
"25","tBodyAcc-mean()-X","WALKING_DOWNSTAIRS",-8.8748512
"25","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",-3.57545031454545
"25","tBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",2.626591
"25","tBodyAcc-std()-Y","WALKING_DOWNSTAIRS",1.90404964285714
"25","tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",0.663669775
"25","tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",4.02551601285714
"25","tBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",0.0534140846153846
"25","tBodyGyro-mean()-X","WALKING_DOWNSTAIRS",-2.58613429411765
"25","tBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",2.4192210125
"25","tBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",-1.363524025
"25","tBodyGyroJerk-mean()-X","WALKING_DOWNSTAIRS",-1.79095686666667
"25","tBodyGyroJerk-mean()-Y","WALKING_DOWNSTAIRS",-1.82975851666667
"25","tBodyGyroJerk-mean()-Z","WALKING_DOWNSTAIRS",1.875281875
"25","tBodyGyroMag-mean()","WALKING_DOWNSTAIRS",-8.2462349
"25","tBodyGyroMag-std()","WALKING_DOWNSTAIRS",2.97107935
"25","tGravityAcc-mean()-Z","WALKING_DOWNSTAIRS",2.6230959862069
"25","fBodyAcc-mean()-Y","WALKING_UPSTAIRS",-4.62985537142857
"25","fBodyAcc-meanFreq()-X","WALKING_UPSTAIRS",-0.211409801492537
"25","fBodyAcc-meanFreq()-Y","WALKING_UPSTAIRS",-0.577856797701149
"25","fBodyAcc-meanFreq()-Z","WALKING_UPSTAIRS",0.177170550632911
"25","fBodyAcc-std()-X","WALKING_UPSTAIRS",-5.5702667
"25","fBodyAcc-std()-Y","WALKING_UPSTAIRS",-4.42870206944444
"25","fBodyAcc-std()-Z","WALKING_UPSTAIRS",-3.8058565625
"25","fBodyAccJerk-meanFreq()-X","WALKING_UPSTAIRS",0.13063331147541
"25","fBodyAccJerk-meanFreq()-Y","WALKING_UPSTAIRS",0.127512966129032
"25","fBodyAccJerk-meanFreq()-Z","WALKING_UPSTAIRS",2.03149227945205
"25","fBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-9.8611156
"25","fBodyAccMag-mean()","WALKING_UPSTAIRS",-6.81383133333333
"25","fBodyAccMag-meanFreq()","WALKING_UPSTAIRS",-0.0790179761904761
"25","fBodyAccMag-std()","WALKING_UPSTAIRS",-2.83683052
"25","fBodyBodyAccJerkMag-meanFreq()","WALKING_UPSTAIRS",-0.107413233333333
"25","fBodyBodyGyroJerkMag-meanFreq()","WALKING_UPSTAIRS",-0.0816890357142857
"25","fBodyBodyGyroMag-meanFreq()","WALKING_UPSTAIRS",-2.5508105939759
"25","fBodyBodyGyroMag-std()","WALKING_UPSTAIRS",-3.15238311111111
"25","fBodyGyro-mean()-X","WALKING_UPSTAIRS",-0.299342144444445
"25","fBodyGyro-meanFreq()-X","WALKING_UPSTAIRS",-0.683319385483871
"25","fBodyGyro-meanFreq()-Y","WALKING_UPSTAIRS",-2.38891937222222
"25","fBodyGyro-meanFreq()-Z","WALKING_UPSTAIRS",-0.752117489473684
"25","fBodyGyro-std()-X","WALKING_UPSTAIRS",-1.64701958333333
"25","tBodyAcc-mean()-X","WALKING_UPSTAIRS",2.938717
